,ra,dec,infobits,field,ccdid,qid,rcid,fid,filtercode,pid,nid,expid,itid,imgtype,imgtypecode,obsdate,obsjd,exptime,filefracday,seeing,airmass,moonillf,moonesb,maglimit,crpix1,crpix2,crval1,crval2,cd11,cd12,cd21,cd22,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,ipac_pub_date,ipac_gid
105,206.72578671,46.35010938,0,757,6,4,23,1,zg,1575333852315,1575,157533385,1,object,o,2021-04-25 08:00:45.343+00,2459329.8338542,30,20210425333773,1.97031999,1.046,0.951251984,0,19.8568001,1536.5,1540.5,206.725758403,46.35012511119,-0.0002811960029624,-7.477127744928e-06,7.477742972481e-06,-0.0002811979471612,207.37304979,46.76984215,206.11157862,46.7929947,206.08833374,45.92675653,207.32970392,45.90424146,2021-06-30 00:00:00+00,1
106,206.68731721,45.30373192,0,757,2,1,4,1,zg,1575333850415,1575,157533385,1,object,o,2021-04-25 08:00:45.343+00,2459329.8338542,30,20210425333773,1.98245001,1.046,0.951251984,0,19.8836002,1536.5,1540.5,206.6872983541,45.30374566007,-0.0002811759728397,-7.154844381092e-06,7.249597753404e-06,-0.0002812078892997,207.32148737,45.72369373,206.08424815,45.7462376,206.06213015,44.87999846,207.28089548,44.85800838,2021-06-30 00:00:00+00,1
107,208.09558547,45.2736634,0,757,1,2,1,1,zg,1575333850115,1575,157533385,1,object,o,2021-04-25 08:00:45.343+00,2459329.8338542,30,20210425333773,1.94886994,1.046,0.951251984,0,19.9050007,1536.5,1540.5,208.0955828856,45.27362205845,-0.0002809486550603,-1.294166570952e-05,1.295825236716e-05,-0.0002809542844496,208.74201019,45.68452463,207.50626449,45.7245848,207.45878425,44.85914554,208.67585582,44.81951781,2021-06-30 00:00:00+00,1
108,205.44628735,44.45286111,0,757,2,3,6,1,zg,1575333850615,1575,157533385,1,object,o,2021-04-25 08:00:45.343+00,2459329.8338542,30,20210425333773,1.99494004,1.046,0.951251984,0,19.8369007,1536.5,1540.5,205.4463432066,44.45290015148,-0.0002812339217016,-2.784650935397e-06,2.855942098744e-06,-0.0002813008518176,206.06216834,44.88013979,204.84273444,44.88888493,204.83985454,44.02263595,206.04083372,44.01379992,2021-06-30 00:00:00+00,1
109,202.79203508,46.35616132,0,757,7,3,26,1,zg,1575333852615,1575,157533385,1,object,o,2021-04-25 08:00:45.343+00,2459329.8338542,30,20210425333773,1.92373002,1.046,0.951251984,0,19.8528996,1536.5,1540.5,202.7920726344,46.35621237928,-0.0002812062448727,7.162922917611e-06,-7.119066413601e-06,-0.0002811981670111,203.40703348,46.79855346,202.14529145,46.77635902,202.18746203,45.91076806,203.42896836,45.93240967,2021-06-30 00:00:00+00,1
110,205.47377267,46.36615564,0,757,6,3,22,1,zg,1575333852215,1575,157533385,1,object,o,2021-04-25 08:00:45.343+00,2459329.8338542,30,20210425333773,1.96012998,1.046,0.951251984,0,19.8215008,1536.5,1540.5,205.4737643665,46.36621543076,-0.0002812786628398,-2.958915873287e-06,3.043391223066e-06,-0.0002812924997503,206.11152759,46.79306013,204.84927289,46.8022386,204.84633323,45.93603101,206.08825801,45.92676454,2021-06-30 00:00:00+00,1
111,222.41363851,24.72998919,0,630,8,3,30,1,zg,1575337743015,1575,157533774,1,object,o,2021-04-25 08:06:21.444+00,2459329.8377431,30,20210425337743,1.98089004,1.01499999,0.951461971,0,19.7922993,1536.5,1540.5,222.4136560787,24.73003224478,-0.000281154343819,7.597963114241999e-06,-7.551023117600999e-06,-0.0002811134170056,222.87793642,25.17394657,221.9236969,25.15041908,221.95287452,24.28493864,222.90034234,24.30792332,2021-06-30 00:00:00+00,1
112,222.38766739,25.5958868,0,630,8,2,29,1,zg,1575337742915,1575,157533774,1,object,o,2021-04-25 08:06:21.444+00,2459329.8377431,30,20210425337743,1.99878001,1.01499999,0.951461971,0,19.7950993,1536.5,1540.5,222.387709399,25.59593023524,-0.0002811334116145,7.641822137443e-06,-7.7244576324e-06,-0.0002811757206903,222.85514286,26.03986648,221.89421093,26.01582409,221.92370975,25.15041203,222.87797041,25.17392248,2021-06-30 00:00:00+00,1
113,234.69209753,14.19627495,0,532,15,3,58,1,zg,1575338225815,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98344004,1.12199998,0.951488018,0,19.8124008,1536.5,1540.5,234.6921343318,14.19628743111,-0.0002812956172565,1.947981431806e-06,-1.863298981893e-06,-0.0002813041485693,235.1355827,14.63201004,234.24253954,14.62627218,234.25049618,13.76004553,235.1399976,13.76559053,2021-06-30 00:00:00+00,1
114,236.59186762,12.28446309,0,532,10,3,38,1,zg,1575338223815,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.94990003,1.12199998,0.951488018,0,19.7726002,1536.5,1540.5,236.5919168946,12.28450395928,-0.000281330261339,-8.323317400046999e-07,8.976154353977e-07,-0.000281323090486,237.03623353,12.71606413,236.15025363,12.71869109,236.14919839,11.8524248,237.03209212,11.84955166,2021-06-30 00:00:00+00,1
115,237.4694149,11.22887027,0,532,6,1,20,1,zg,1575338222015,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.96888006,1.12199998,0.951488018,0,19.7789001,1536.5,1540.5,237.4694189701,11.22884326135,-0.0002813058352483,-1.736311299567e-06,1.818066657064e-06,-0.0002813050163277,237.9131602,11.6588417,237.03090054,11.66442137,237.0268042,10.79798224,237.90654323,10.79261549,2021-06-30 00:00:00+00,1
116,236.58824944,11.23300579,0,532,6,2,21,1,zg,1575338222115,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.99065995,1.12199998,0.951488018,0,19.7390003,1536.5,1540.5,236.5882583117,11.23298654621,-0.0002813198387118,-9.421937324483e-07,9.224477069670001e-07,-0.0002813169857755,237.03091153,11.66444474,236.14866773,11.66708411,236.14703145,10.80079706,237.02676535,10.79798971,2021-06-30 00:00:00+00,1
117,234.69877382,12.2851119,0,532,11,3,42,1,zg,1575338224215,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98573995,1.12199998,0.951488018,0,19.7609005,1536.5,1540.5,234.6987810822,12.28514115015,-0.0002813298394049,1.171410121805e-06,-1.101295662859e-06,-0.0002813152191305,235.13997813,12.71973989,234.25401334,12.7162741,234.25923268,11.85005052,235.14213729,11.85325448,2021-06-30 00:00:00+00,1
118,233.68251264,12.28015449,0,532,12,4,47,1,zg,1575338224715,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.96695006,1.12199998,0.951488018,0,19.7926006,1536.5,1540.5,233.6824860466,12.28019536547,-0.000281295352912,2.601859759585e-06,-2.631566547238e-06,-0.000281272745126,234.12119566,12.71704493,233.23530396,12.70897551,233.24511379,11.84269418,234.12793588,11.85084661,2021-06-30 00:00:00+00,1
119,235.58356445,14.20038281,0,532,15,4,59,1,zg,1575338225915,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98301995,1.12199998,0.951488018,0,19.8073997,1536.5,1540.5,235.5835210609,14.20045178514,-0.000281300779343,8.489729291225001e-07,-8.767642333373e-07,-0.0002813112906687,236.0287287,14.63462489,235.13563877,14.63201882,235.14001199,13.76557393,236.02957012,13.76827707,2021-06-30 00:00:00+00,1
120,234.69509978,13.15161395,0,532,11,2,41,1,zg,1575338224115,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.99275994,1.12199998,0.951488018,0,19.7810993,1536.5,1540.5,234.6951425571,13.1515712876,-0.0002813041942941,1.159106275479e-06,-1.165770739585e-06,-0.0002812916328978,235.13777663,13.58611728,234.24895346,13.58245992,234.25402441,12.71626813,235.1399609,12.71973982,2021-06-30 00:00:00+00,1
121,233.66619514,14.19198126,0,532,16,4,63,1,zg,1575338226315,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98873997,1.12199998,0.951488018,0,19.8376999,1536.5,1540.5,233.6661580187,14.19198854911,-0.0002812667820723,2.467531494981e-06,-2.47092802449e-06,-0.0002812651058907,234.10865728,14.62854971,233.21571828,14.62105159,233.2252941,13.75477267,234.11472508,13.76228161,2021-06-30 00:00:00+00,1
122,235.58336701,12.28710373,0,532,11,4,43,1,zg,1575338224315,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.99422002,1.12199998,0.951488018,0,19.7472,1536.5,1540.5,235.5833355195,12.28715662318,-0.0002813290091027,1.988933640561e-07,-2.230884296458e-07,-0.0002813250214645,236.02596257,12.72029889,235.13999397,12.71973253,235.1421491,11.85326244,236.0250583,11.85398704,2021-06-30 00:00:00+00,1
123,235.58267292,13.15364493,0,532,11,1,40,1,zg,1575338224015,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98111999,1.12199998,0.951488018,0,19.7978001,1536.5,1540.5,235.5826448642,13.15361944532,-0.0002813146209637,2.4836112929920004e-07,-1.728378613766e-07,-0.0002813116893909,236.02663025,13.58655737,235.1377726,13.58616502,235.13997318,12.71972886,236.0259473,12.72031662,2021-06-30 00:00:00+00,1
124,236.6048365,15.06414804,4194304,532,14,2,53,1,zg,1575338225315,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.96836996,1.12199998,0.951488018,0,19.8463001,1536.5,1540.5,236.6048464147,15.06414251975,-0.0002812620494423,-1.626615715553e-06,1.59862349477e-06,-0.0002813574967743,237.05577429,15.49449143,236.15931717,15.4993872,236.15579402,14.63300775,237.0487975,14.62794625,2021-06-30 00:00:00+00,1
125,236.5945566,13.15102706,0,532,10,2,37,1,zg,1575338223715,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.95919001,1.12199998,0.951488018,0,19.8225994,1536.5,1540.5,236.5945623271,13.15101557109,-0.0002813225060529,-8.874626376472e-07,8.456228509602e-07,-0.0002813302225005,237.04049724,13.5825426,236.15160096,13.58503186,236.15026257,12.71872495,237.0362295,12.71603513,2021-06-30 00:00:00+00,1
126,238.48393547,11.22396337,0,532,5,2,17,1,zg,1575338221715,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98178995,1.12199998,0.951488018,0,19.8050003,1536.5,1540.5,238.483989114,11.22394940015,-0.0002813086650681,-2.827407126887e-06,2.810879511016e-06,-0.0002812936874963,238.92953086,11.65243847,238.0473177,11.66097148,238.03976241,10.79472996,238.91949947,10.78608389,2021-06-30 00:00:00+00,1
127,237.48213537,13.14691635,0,532,10,1,36,1,zg,1575338223615,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.99345005,1.12199998,0.951488018,0,19.8416996,1536.5,1540.5,237.482127414,13.14686862515,-0.000281313449128,-1.806047320177e-06,1.853412201205e-06,-0.0002813168147584,237.92927693,13.57671715,237.04052,13.58252466,237.03624486,12.71604005,237.92219346,12.71053389,2021-06-30 00:00:00+00,1
128,237.49104107,14.19100056,0,532,14,4,55,1,zg,1575338225515,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98245001,1.12199998,0.951488018,0,19.8749008,1536.5,1540.5,237.4910368713,14.19101178558,-0.0002812708634114,-2.694255464574e-06,2.617042847237e-06,-0.0002812604345023,237.94186153,14.61974809,237.04881141,14.62792807,237.04197705,13.7616804,237.9313218,13.75362757,2021-06-30 00:00:00+00,1
129,232.79802882,12.27071724,0,532,12,3,46,1,zg,1575338224615,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.98303998,1.12199998,0.951488018,0,19.7689991,1536.5,1540.5,232.7980347736,12.2707599072,-0.0002812944175232,3.570083601317e-06,-3.507503313245e-06,-0.0002812385234054,233.2353057,12.7089853,232.34948885,12.69801977,232.36236832,11.83206221,233.24511639,11.84267396,2021-06-30 00:00:00+00,1
130,237.47644375,12.28038088,0,532,10,4,39,1,zg,1575338223915,1575,157533822,1,object,o,2021-04-25 08:07:03.15+00,2459329.8382292,30,20210425338206,1.96057999,1.12199998,0.951488018,0,19.7749996,1536.5,1540.5,237.4764113062,12.2803944518,-0.0002813227746824,-1.808575605003e-06,1.773414309516e-06,-0.0002813127324028,237.92219463,12.71053687,237.03623806,12.71603097,237.03210038,11.84957829,237.91494475,11.84429152,2021-06-30 00:00:00+00,1
131,223.80414125,32.78319194,0,677,8,2,29,1,zg,1575340162915,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.92525005,1.00800002,0.951592982,0,19.9347992,1536.5,1540.5,223.8041844021,32.78319224786,-0.0002810597235729,1.016890493873e-05,-1.022395359268e-05,-0.0002810583280828,224.30148049,33.2306942,223.26963218,33.19885846,223.311829,32.33373488,224.33387726,32.36496531,2021-06-30 00:00:00+00,1
132,227.03954182,34.75366978,0,677,11,1,40,1,zg,1575340164015,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.98863006,1.00800002,0.951592982,0,19.9144993,1536.5,1540.5,227.0394798613,34.75362141384,-0.0002812966209583,1.22233814001e-06,-1.148954893414e-06,-0.0002812933491682,227.56575099,35.18741027,226.50860506,35.18386127,226.5185337,34.31751386,227.56488206,34.32114395,2021-06-30 00:00:00+00,1
133,224.91097418,30.03143307,0,677,4,4,15,1,zg,1575340161515,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.74196994,1.00800002,0.951592982,0,19.9634991,1536.5,1540.5,224.9109269537,30.03144725968,-0.0002811442614103,6.353341931158e-06,-6.455612246323e-06,-0.0002812029201364,225.40059025,30.47345863,224.39854706,30.45361471,224.42559945,29.58766718,225.4186545,29.60744502,2021-06-30 00:00:00+00,1
134,223.91347886,30.00783971,0,677,4,3,14,1,zg,1575340161415,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.77119005,1.00800002,0.951592982,0,19.8892002,1536.5,1540.5,223.9134981875,30.0078770917,-0.0002810742403181,8.871620420174e-06,-8.901985080887e-06,-0.0002811069624924,224.39851711,30.45360304,223.39695609,30.42590316,223.43299604,29.56053772,224.42563428,29.58766836,2021-06-30 00:00:00+00,1
135,230.50063959,34.71338467,0,677,9,2,33,1,zg,1575340163315,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.97643006,1.00800002,0.951592982,0,19.9179993,1536.5,1540.5,230.5006850467,34.71336430819,-0.0002811566493225,-8.231433597803998e-06,8.156760259602998e-06,-0.0002811269043779,231.04428358,35.13248612,229.98818636,35.15760405,229.9626947,34.29178622,231.00794953,34.26681753,2021-06-30 00:00:00+00,1
136,230.47015645,33.84738139,0,677,9,3,34,1,zg,1575340163415,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.92999995,1.00800002,0.951592982,0,19.9307995,1536.5,1540.5,230.4701956447,33.84740270961,-0.0002811684880016,-8.077878446900998e-06,8.137805927186e-06,-0.0002811704905528,231.00792502,34.26682922,229.96261744,34.29177911,229.9379879,33.42585462,230.97261381,33.40096801,2021-06-30 00:00:00+00,1
137,230.43340742,32.80242966,0,677,5,2,17,1,zg,1575340161715,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.88285995,1.00800002,0.951592982,0,19.9619999,1536.5,1540.5,230.4334420152,32.80241518913,-0.0002811941684403,-8.102231927874e-06,8.085988834568e-06,-0.0002811788841953,230.96467682,33.22184032,229.93205092,33.24664332,229.90734743,32.38068331,230.93008336,32.35600245,2021-06-30 00:00:00+00,1
138,230.33763141,30.02578587,0,677,1,3,2,1,zg,1575340160215,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.92262995,1.00800002,0.951592982,0,19.9074001,1536.5,1540.5,230.3376541885,30.02582115242,-0.0002811026983326,-8.225889279297e-06,8.351065721137998e-06,-0.0002811547554107,230.85329086,30.44497512,229.85143622,30.47062795,229.82666707,29.60471529,230.81953101,29.57921178,2021-06-30 00:00:00+00,1
139,230.36729764,30.8917548,0,677,1,2,1,1,zg,1575340160115,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.90841997,1.00800002,0.951592982,0,19.9561996,1536.5,1540.5,230.3673156663,30.89170457284,-0.0002811291062646,-8.364725035231e-06,8.381401565761e-06,-0.0002811344649161,230.88785475,31.31065839,229.87702691,31.33647503,229.85144717,30.47062858,230.85330102,30.44496096,2021-06-30 00:00:00+00,1
140,229.21225281,30.90917956,0,677,2,1,4,1,zg,1575340160415,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.93251002,1.00800002,0.951592982,0,19.9337997,1536.5,1540.5,229.2122539834,30.90917091672,-0.0002812381181766,-4.553380357004e-06,4.648427318181e-06,-0.0002812691575537,229.7260764,31.33399947,228.71468661,31.34841205,228.70276163,30.48208017,229.70520597,30.4679383,2021-06-30 00:00:00+00,1
141,230.40420478,31.93635279,0,677,5,3,18,1,zg,1575340161815,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.86831999,1.00800002,0.951592982,0,19.9309998,1536.5,1540.5,230.4042192469,31.93636937874,-0.0002811965891338,-7.887494013746998e-06,7.992295318709e-06,-0.0002811798549236,230.93009419,32.35601159,229.90732289,32.3807086,229.88347103,31.51473184,230.89642673,31.49018843,2021-06-30 00:00:00+00,1
142,229.19594952,30.04280255,0,677,2,4,7,1,zg,1575340160715,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.93426001,1.00800002,0.951592982,0,19.9463005,1536.5,1540.5,229.1958978222,30.04280982587,-0.0002812112275777,-4.528650414004e-06,4.537656165941e-06,-0.0002812670762193,229.70516131,30.46794109,228.70275483,30.48206157,228.69107386,29.61575109,229.68440958,29.60189221,2021-06-30 00:00:00+00,1
143,231.42191409,31.90768371,0,677,5,4,19,1,zg,1575340161915,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.96358001,1.00800002,0.951592982,0,19.8850002,1536.5,1540.5,231.4218656601,31.907702418,-0.0002810901705949,-1.063459638685e-05,1.063652428365e-05,-0.0002810621950703,231.95219714,32.32301464,230.93005686,32.35600771,230.89640743,31.49017331,231.90864047,31.45778719,2021-06-30 00:00:00+00,1
144,224.88808063,30.89751199,0,677,4,1,12,1,zg,1575340161215,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.77713001,1.00800002,0.951592982,0,20.0025997,1536.5,1540.5,224.8880685126,30.89750907411,-0.0002811715795981,6.482881746372e-06,-6.461191317263e-06,-0.0002811849723792,225.38189299,31.33931729,224.37083417,31.31941593,224.39856039,30.45355646,225.40064845,30.473405,2021-06-30 00:00:00+00,1
145,223.84103574,31.91754404,0,677,8,3,30,1,zg,1575340163015,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.81928003,1.00800002,0.951592982,0,19.9493008,1536.5,1540.5,223.8410691663,31.9175579586,-0.0002810725410621,1.009532514281e-05,-1.004875124656e-05,-0.000281031199317,224.33387261,32.3649277,223.31181257,32.33372031,223.35328358,31.46852528,224.36550942,31.49914424,2021-06-30 00:00:00+00,1
146,224.80724785,33.86008929,0,677,12,4,47,1,zg,1575340164715,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.91943002,1.00800002,0.951592982,0,19.968399,1536.5,1540.5,224.8071725427,33.86010424239,-0.0002811859829914,7.693354505141e-06,-7.725461557927998e-06,-0.0002811653943282,225.31555895,34.30396546,224.27001602,34.28004389,224.30401465,33.41428958,225.33886331,33.43801733,2021-06-30 00:00:00+00,1
147,223.88161454,30.87361511,0,677,4,2,13,1,zg,1575340161315,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.77780998,1.00800002,0.951592982,0,19.9141998,1536.5,1540.5,223.8816525803,30.8736152794,-0.0002810850374561,9.005387009694e-06,-9.114994777079e-06,-0.0002810851249849,224.37085146,31.31940674,223.36032875,31.29125204,223.39695596,30.42591815,224.39855137,30.45357899,2021-06-30 00:00:00+00,1
148,225.97072689,35.79007193,0,677,15,3,58,1,zg,1575340165815,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.97034001,1.00800002,0.951592982,0,19.9428997,1536.5,1540.5,225.9707456091,35.79012347584,-0.0002812501822694,4.898655078833e-06,-4.8145236576e-06,-0.0002812557698931,226.49696352,36.22959568,225.42612856,36.21459446,225.45057419,35.34861185,226.509762,35.36327168,2021-06-30 00:00:00+00,1
149,231.46093765,32.77340052,0,677,5,1,16,1,zg,1575340161615,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.98109996,1.00800002,0.951592982,0,19.9354992,1536.5,1540.5,231.460929852,32.77339196436,-0.000281102333543,-1.072545201144e-05,1.081359704552e-05,-0.0002810678907201,231.99647773,33.18824011,230.96464454,33.22188863,230.93005905,32.35600716,231.95218827,32.3230274,2021-06-30 00:00:00+00,1
150,229.24965818,32.82209897,0,677,6,1,20,1,zg,1575340162015,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.87801003,1.00800002,0.951592982,0,19.9552002,1536.5,1540.5,229.2496220477,32.82208718435,-0.0002812674700289,-4.772072473994e-06,4.857256608899e-06,-0.000281261019273,229.77489129,33.24648203,228.74187553,33.26157549,228.72912096,32.39530247,229.75241566,32.38050166,2021-06-30 00:00:00+00,1
151,225.9518652,36.65646919,0,677,15,2,57,1,zg,1575340165715,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.99708998,1.00800002,0.951592982,0,19.9326992,1536.5,1540.5,225.9519029239,36.65645834977,-0.0002812253992913,4.925288156555e-06,-4.927137053891e-06,-0.0002812715030165,226.48378156,37.09606778,225.40107458,37.08063351,225.42598357,36.21458012,226.49691255,36.22963076,2021-06-30 00:00:00+00,1
152,223.76718677,33.8319796,0,677,12,3,46,1,zg,1575340164615,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.90086997,1.00800002,0.951592982,0,19.9705009,1536.5,1540.5,223.7671984238,33.83201133114,-0.0002811069385199,1.058973814753e-05,-1.052132491485e-05,-0.0002810488897432,224.27002277,34.28011144,223.22509197,34.24735876,223.26979551,33.38224123,224.30401787,33.41428217,2021-06-30 00:00:00+00,1
153,226.03213494,31.9632298,0,677,7,3,26,1,zg,1575340162615,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.80476999,1.00800002,0.951592982,0,19.9734001,1536.5,1540.5,226.0321265607,31.96325644386,-0.0002812706012515,4.184229445718e-06,-4.140289105112e-06,-0.0002812629882292,226.53621702,32.40195667,225.51289953,32.38882639,225.53314854,31.52291532,226.54660725,31.53549971,2021-06-30 00:00:00+00,1
154,229.3387091,36.64989452,0,677,14,1,52,1,zg,1575340165215,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.97160995,1.00800002,0.951592982,0,19.9454002,1536.5,1540.5,229.3386951576,36.64986762174,-0.0002812079070937,-6.026198059325e-06,6.025189183554e-06,-0.0002812784024485,229.89151014,37.07245084,228.80890443,37.0911715,228.79167157,36.22468414,229.86243551,36.20642126,2021-06-30 00:00:00+00,1
155,230.57446891,36.6278655,0,677,13,2,49,1,zg,1575340164915,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.97084999,1.00800002,0.951592982,0,19.9186001,1536.5,1540.5,230.5745407346,36.62786960743,-0.0002808322052629,-8.551870069338998e-06,8.867846095847998e-06,-0.0002810934972623,231.13263456,37.04588908,230.05084041,37.07310651,230.02232189,36.20723116,231.09241565,36.18016395,2021-06-30 00:00:00+00,1
156,229.29047165,34.73975377,0,677,10,1,36,1,zg,1575340163615,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.96738005,1.00800002,0.951592982,0,19.9563007,1536.5,1540.5,229.2904504146,34.73970373508,-0.0002812637639484,-4.971205443943e-06,5.032737787988e-06,-0.000281266334261,229.82817321,35.16383374,228.77133257,35.1794737,228.75800699,34.31310063,229.8040264,34.29786104,2021-06-30 00:00:00+00,1
157,228.26167829,36.66358291,0,677,14,2,53,1,zg,1575340165315,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.93719006,1.00800002,0.951592982,0,19.9908009,1536.5,1540.5,228.2617358315,36.66355537839,-0.0002812388628939,-2.964748206631e-06,2.936303559919e-06,-0.0002813341717981,228.80891079,37.09117014,227.72593627,37.09998053,227.72055739,36.23363177,228.79164855,36.22467474,2021-06-30 00:00:00+00,1
158,227.02902955,36.666882,0,677,15,1,56,1,zg,1575340165615,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.99942005,1.00800002,0.951592982,0,19.9878998,1536.5,1540.5,227.0289750953,36.6668739091,-0.0002812656005959,1.887369439452e-06,-1.814993603156e-06,-0.0002813291139828,227.56677895,37.1016135,226.48381887,37.09607809,226.49694126,36.22959238,227.56815787,36.23525016,2021-06-30 00:00:00+00,1
159,227.04397917,33.88717702,0,677,11,4,43,1,zg,1575340164315,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.93663001,1.00800002,0.951592982,0,19.9160004,1536.5,1540.5,227.0439230442,33.88721559194,-0.0002813116952602,1.169063748043e-06,-1.195310991325e-06,-0.0002813103692492,227.56488227,34.32112997,226.51857271,34.31749379,226.52828657,33.4511197,227.56390036,33.45488464,2021-06-30 00:00:00+00,1
160,224.83166519,32.81043461,0,677,8,1,28,1,zg,1575340162815,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.90171003,1.00800002,0.951592982,0,19.9664001,1536.5,1540.5,224.8316542679,32.8104102212,-0.0002811813306797,7.529790478741e-06,-7.514235018248e-06,-0.0002811809332791,225.33410526,33.25371446,224.3014853,33.23066904,224.33392206,32.36494843,225.35672218,32.38784618,2021-06-30 00:00:00+00,1
161,228.21358794,31.96634959,0,677,6,3,22,1,zg,1575340162215,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.84457004,1.00800002,0.951592982,0,19.9482002,1536.5,1540.5,228.213635713,31.96635183878,-0.0002812875312421,-2.07674780715e-06,2.16126634783e-06,-0.0002813011031963,228.72912337,32.39529451,227.70578505,32.4017497,227.70313381,31.53557422,228.71672983,31.52895212,2021-06-30 00:00:00+00,1
162,228.23094122,33.8841528,0,677,10,3,38,1,zg,1575340163815,1575,157534016,1,object,o,2021-04-25 08:09:50.764+00,2459329.840162,30,20210425340093,1.88943994,1.00800002,0.951592982,0,19.9323997,1536.5,1540.5,228.2309443165,33.88414979637,-0.0002813138926327,-2.045151066774e-06,2.109694364978e-06,-0.0002813066019742,228.75798784,34.31312235,227.71168414,34.31949547,227.70949496,33.45322679,228.74497061,33.44677763,2021-06-30 00:00:00+00,1
